id,prompt,text,label,model,domain
23190,You can use almost anything that has a lid.,"A good example would be bread, pasta or rice. If you want to make your own sauce, try this recipe from the Food Network for marinara sauce:. If youre trying to add some flavor and color to things like potatoes, then using tomatoes is an excellent way to do it!. The more colors you have on hand, the easier it will be to get creative with different combinations of ingredients! The possibilities are endlessyou just need enough time!. For me, its always better if",generated,A,wiki
22981,You don’t want to damage your already tender skin any further.,"The right choice is the one that will be able to give you a flawless and glowing complexion. This type of cream has been used for years by women all over the world, but what do they have in common? They are very effective at improving skin tone and elasticity as well as fighting signs of aging like wrinkles and fine lines, without damaging or burning it out. If you’re looking for an amazing option to brighten up your skin while reducing dark spots, this topical",generated,A,wiki
768,"The first subparagraph of Article 26 (1) is replaced by the following:. ´Intervention agencies shall buy in from 1 November to 31 May and, with regard to sunflower seed offered for intervention in Spain and Portugal, from 1 August to 30 April, on terms laid down as provided for in paragraphs 2 and 3, seed of Community origin offered to them.","´ The second sentence of paragraph 4 becomes the third: ´In order to facilitate this action, interventions may be made through intermediaries other than those designated at national level or directly by participating entities. Art. 27. For the purpose of determining whether a given intervention has been carried out in accordance with these rules, it is necessary that there are two agents involved in its execution: an agent acting under Spanish law and another one acting under Portuguese law. Art. 28. A text file containing all relevant",generated,A,legal
23500,Time yourself running for 60 seconds.,"Aim to run at least 3 times per day. Stay active: If you find that you’re getting bored of your exercise routine, it’s important to try new activities and keep moving on a regular basis. Being outside or in the gym can be fun but staying active helps prevent loneliness by building connections with others who share similar interests. If all else fails, use social media! While this may seem counterintuitive – being connected doesn’t necessarily mean interacting online when it comes time to meet",generated,A,wiki
572,Article 10. Without prejudice to Article 214 of the Treaty members shall be obliged not to divulge information coming to their knowledge as a result of the work of the Committee when the representative of the Commission informs them that the opinion requested relates to material of a confidential nature.,"Members shall also give the other party, if it so wishes and for no more than ten days after receiving such notification or request, an opportunity to reply. Paragraph 1 (a). The amendment proposed by France is designed to ensure consistency with the wording adopted in article X of the 1988 Convention on the Privileges and Immunities of the European Communities. It should therefore remain unchanged: (a) Member States may grant diplomatic protection only where they are required under international law to do so pursuant",generated,A,legal
23124,It is important to clean up stains as soon as possible so they don’t set in.,"You can use the kitchen sink or a dishwasher to scrub away any dirt that has builtup. You may also want to invest in stainless steel appliances, like dishwashers and ovens; these are more durable than plastic ones and will last longer if you take care of them properly. If your oven burns hotter than normal, it could be due to food being cooked too long or using high heat. Either way, it’s best not to cook for an extended period.",generated,A,wiki
11009,I wish I would be,"I wish I would be better at writing these things. Its funny, because. Well I dont have a lot",generated,A,tweets
23452,"This may be easier said than done, but here are some tips:  A line.","It is a really good idea to have your code organized into lines. This will make it easier for you to find the parts of your code that are repetitive and easy to modify (for example if you want to change something in one place). Also, this makes it much more likely that other people can see where youre going wrong. A block level approach. Block level coding allows you to separate large blocks of code into smaller chunks or functions which when combined together become larger blocks again. . A:. . In",generated,A,wiki
262,TABLE. c) the following teams:.,"1. The coach, 2. Two players (a and b), 3. A player with a goalkeeper (c). A third person (d). . The objective of this paper is to propose an algorithm for generating the best possible threeperson game in terms of both players goals and game statistics: wins, losses and matches played against other teams. Previous work on threeperson games. There are several works that aim at improving one aspect or another of the performance of these type of match; but",generated,A,legal
11334,Have to call my stepdad,"Have to call my stepdad and I was able to get it for $200.00. Just a quick word of advice,",generated,A,tweets
192,Article 1. Catches of plaice in the waters of ICES division III a Skagerrak by vessels flying the flag of Belgium or registered in Belgium are deemed to have exhausted the quota allocated to Belgium for 1995.,"The number and species taken on board is therefore reported as follows: —Catching of carp, hake, codfish, anchovy, herring and sardines from fishing boats. —Catching of other fish caught using nets or trawls with hook sizes not exceeding 3 mm (0.7 inches) at any depth within 200 metres of shore. —Catching of smallmouth bass up to 300 mm (1 inch). —Catch and take of cod liver oil containing 50% (w/",generated,A,legal
11067,at westmead childrens emergency hosp,at westmead childrens emergency hosp ice (wwch) in south africa. the aim of this study was to evaluate safety and feasibility,generated,A,tweets
536,"(2) In compliance with the above criteria, the standard import values must be fixed at the levels set out in the Annex to this Regulation. HAS ADOPTED THIS REGULATION:.",". Paragraph 5.4., amend to read: 5.4. An engine equipped with a filter module or an aftertreatment system for exhaust gas purifying which is intended to meet specific requirements of another Contracting Party pursuant to paragraph 7.1. shall conform to the technical requirements of that other Contracting Party as defined by its national regulations. The approval mark may also include a separate symbol indicating whether such engine meets the requirement specified for vehicles and engines manufactured before 1 January 1997 (in case they",generated,A,legal
392,HAS ADOPTED THIS REGULATION:. Article 1.,"The Office of the United Nations High Commissioner for Refugees (UNHCR) hereby grants a oneyear extension to the deadline set by Executive Board decision 1995/19, paragraph 10 (a), until 31 December 1996. REPRESENTATIVE OF THE UNITED NATIONS HIGH COMMISSIONER FOR REFUGEES. . THERE IS NO LITIGATION REPORT OR OTHER DOCUMENTS WITH RESPECT TO THIS AGENDA. . The meeting was called to order at 3 p.m. . APPLICATION",generated,A,legal
466,"The other Member States are hereby authorized to permit, subject to the conditions laid down in Article 1, the marketing in their territory of a maximum of 210 tonnes of maize seed of the said varieties provided that it is intended exclusively for France. The official label shall state: 'Intended exclusively for France`.",". In this connection we have been informed by Mr. M. Maes (France) and Dr. F. Kern (Belgium), together with representatives from several nongovernmental organizations, including the Federation of Cereal Producers of Belgium, that they consider these new specifications as positive measures which should be taken into account when developing future agreements on trade in seeds. It will also serve to give all concerned more information about what can happen if such products do not pass through customs or quarantine procedures at an",generated,A,legal
11321,@Lizh33 I am so jealous.,@Lizh33 I am so jealous. And that pic with the laptop and the tree is gorgeous. I dont know if we would have,generated,A,tweets
22709,"Open Start, click the power icon, and click Restart.","If you still have problems then contact your computer manufacturer. After restarting Windows 7 or 10, try opening up a file explorer to see if any files are missing from there. This will help determine where all of your important documents and other data is located on your PC. If you continue having problems with installing Office 2016 in Windows 7/10, make sure that your system meets minimum requirements for it (see below). These include at least 1 GB RAM, an updated operating system such as Windows 10, Intel",generated,A,wiki
22863,"There are a lot of reasons why you mighty cheat on your partner, from unhappiness with your relationship to the thrill of romantic conquest.","When it comes down to it, it’s all about being yourself in bed. You have no obligation or guilt if you’re not feeling like it and simply want more sex. If there is one thing that I love about the bedroom, it is the fact that when we’re both at our best, we can give each other completely unfettered access to ourselves. Whether it’s intimate conversations about how we feel during intercourse, exploring new positions together, or even taking turns getting up for me first – this mutual",generated,A,wiki
23533,"In order to keep you and your dog healthy and happy, you need to potty train him.","At least once a day, after eating or drinking, he has to go outside for about 30 minutes. Even if you’re not strict with the schedule, give it some time – don’t overwork yourself. It takes patience and discipline. Also remember that dogs do have their own needs when they’re learning how to use the litter box: take care of them!",generated,A,wiki
23149,Try to put some effort into truly taking pleasure out of your life.,". If you’re going to do something, try and make it a part of you daily, not just when there’s no one around for you. The most important thing is that I don’t think about the results or how I’m doing at all times but instead focus on what I can improve in myself. I believe it’s critical to have fun while still trying to achieve goals so this has been my goal since day 1. It’s an extremely hard job because sometimes things are very demanding and other times they’re",generated,A,wiki
11088,Hell Yeah!!!!!!!!! im still upset,Hell Yeah!!!!!!!!! im still upset . i have to get up and go back into town for my next surgery.so far so good,generated,A,tweets
22861,"If you have wrinkles you'd like to treat or have very dry cracked heels, use a banana.",You can make your own at home and it is much more effective than using commercial products. First prepare the banana as mentioned in the previous section. Peel the skin off of the bananas with a peeler. Place them on top of a bowl full of water (water will help keep them from turning brown) then cover tightly for about 5 minutes. After this time remove the pulp gently by rubbing out any excess air pockets. Remove all seeds and pieces that may be attached to each piece so they,generated,A,wiki
339,"3. When Member States adopt these provisions, they shall contain a reference to this Directive or shall be accompanied by such reference on the occasion of their official publication.",". 5. (1) The Commission may take action pursuant to paragraph 1 (2) (b), as well as in accordance with paragraphs 2 and 3. (a) A Council decision adopted under article 70 of the Treaty establishing an European Coal and Steel Community setting out conditions for access of uninsured undertakings to credit facilities established within the Communitys common agricultural policy system. (c) Decisions adopting measures relating to: Technical assistance programmes implemented within the framework of the implementation of the Common Agricultural",generated,A,legal
10645,@KELLY__ROWLAND guess i lost 1,"@KELLY__ROWLAND guess i lost 1 ,000 points. I was so excited when it came out that i got my AGAIN $",generated,A,tweets
22681,Title loans trade ownership of your car's title for cash.,"If you have a lien on your vehicle, our company will work with the lender to get it removed and then we can issue an auto title loan. You dont need to drive your old vehicle to apply for Title Loans in Miami Beach FL; instead well take care of that all at once when youre ready! Our quick and easy application process is available 24/7 from any computer or mobile device!. The paperback edition includes images by artist Roberta Ornstein and many new photographs from her archive",generated,A,wiki
11551,after chillin' with @WaitPauseThat @sdotkdotc,after chillin with @WaitPauseThat @sdotkdotc .. spcontributionsnewbiesusername => {{SITENAME}} kontu ad,generated,A,tweets
22890,"Large, empty walls are a great choice for a tapestry, though tapestries work just fine in bathrooms and smaller spaces as well.","A colorful or patterned rug on the floor will add interest to any space. If you’re considering carpeting your home, consider installing an entire wall of it instead of using only one piece at a time. You can use multiple pieces together with different textures so you have more options when deciding what is best suited for your decor style. There’s no need to go overboard on decorating if it’s really not going to be used much. The key is finding items that complement each other while also making",generated,A,wiki
176,"(b) in respect of the areas referred to in Article 3 (2), from the date on which the Member State submits the application to the areas which may qualify under the Community programme until the end of a period of six months from the date of the Commission Decision to be adopted pursuant to the said paragraph 2. Where the Comission's decision relates to an area referred to in Article 3 (3) or covered by a Commission decision within the meaning of Article 3 (2), the programme of assistance shall be adapted accordingly.",". 18. At its 63rd plenary meeting, on 27 July 1998, the General Assembly approved the draft resolution as set out below. The General Assembly. Recalling article 11 of the Treaty establishing the European Community and Articles 93102 of Council Regulation No. 1085/87 establishing the procedure for approvals relating to specific activities with financial implications arising from Community programmes of activity,",generated,A,legal
22676,"If you're having trouble getting over this person because of their good looks, try to think of some of their other flaws.","Maybe they have a temper or are lazy? Or maybe theyre selfcentered and dont care about others?. It might be that you want the guy right now but he has feelings for someone else (or is in love with another woman) thats OK! You may not understand all the reasons behind his actions yet but if youve done enough research on him before meeting him, youll know what hes trying to do. When I meet people from different backgrounds and cultures, I always find myself asking questions like",generated,A,wiki
527,The measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Cereals. HAS ADOPTED THIS REGULATION:.,"By Decision No 3, entered into force on 1 January 2012, this Regulation was amended by an Order of 7 February 2011 (see Annex I to this Regulation). It superseded the preceding version. Annexes. Annex 1: List of categories of vehicles and their equipment requirements. Category A. (1) Where a vehicle is intended exclusively for international transport under Article 6 paragraph 2(a)(ii), it shall be so equipped as not to permit its carriage more than four trailers or over 4 m long each",generated,A,legal
11289,"[whackonly] Hey, Thanks for following","whackonly Hey, Thanks for following me on Twitter. laughs. Youre probably gonna see some of these videos in a few",generated,A,tweets
11586,"Aaaaah, I'm cracking up. This","Aaaaah, Im cracking up. This is a fantastic idea and I am sure it will work in my life too. My son has been",generated,A,tweets
484,The programme for the eradication of infectious bovine rhinotracheitis from Sweden is hereby approved for a period of two years. Article 2.,"2. This agreement shall apply to all livestock which are held in any form, whether kept as freerange or under confinement. Article 3.1. In order to achieve an effective control of infectious bovine rhinotracheitis and other diseases affecting animals with reference to infected stock and their product, it will be necessary to: ensure that national legislation permits the slaughtering of cattle affected by such disease; prevent the introduction into the country of new types of animals and animal products (e.g",generated,A,legal
56,The measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Cereals. HAS ADOPTED THIS REGULATION:.,"To be effective, each Regulation must be approved by a competent authority at least one year before its entry into force. 18. The approval granted under this Regulation may only be withdrawn if the requirements laid down in paragraph 1 above are not complied with: 1) Changes to the requirements or modifications of the vehicle type pursuant to Article 7 paragraph 4 shall take place no later than four months after the date on which the last preceding relevant communication from the national authorities is published; and. 2) A Contracting Party",generated,A,legal
23007,"Before you make any changes to your diet, you should consult a medical professional.","If you have diabetes or are taking medications that affect blood sugar levels, check with your doctor before starting. You can also add fatfree milk and protein powder into the mix as well. These two ingredients help control body weight when consumed in small portions throughout the day. As for how many calories in cheese sticks, there’s no hardandfast rule; however, it is recommended not to consume more than 20 grams of this product per day. The best thing about these cheesy sn",generated,A,wiki
445,"(e) to submit a detailed report on all commercial and financial activities undertaken by Seleco following the declaration of bankruptcy. If appropriate, Italy should provide, alongside a description of the legal basis invoked and the underlying economic reasons, (i) a list of creditors participating in any committee of creditors and a copy of the opinions given by that committee on the question of starting and continuing such activities, and (ii) the amounts owed by Seleco to the State in the form of taxes, social security contributions or public funds for workers.",In addition it would be useful if Italy provided information regarding any other relevant aspects related to: The proposed closure strategy with respect to Selecos operations; A plan for its reorganization which is expected to include its liquidation. The Committee requests Italy to provide an update on this matter within 60 days after receipt of the abovementioned letter. (Signed) Antonio PIZZOLI Ambassador Permanent Representative,generated,A,legal
227,The weighting coefficients referred to in Article 4(2) of Regulation (EEC) No 2759/75 shall be as specified in the Annex to this Regulation. Article 2.,"4.1.5., paragraph 1, applies. 6.3. The maximum permissible temperature for welded pipes according to requirements is defined as: (a) A maximum permissible temperature equal to or higher than that indicated by the manufacturers specifications and applied during normal operation. (b) If applicable a time period corresponding to at least 60 % of the rated service life under continuous loading conditions. (c) For openings exceeding 10 mm, it should also take into account:",generated,A,legal
23363,Pour 2 cups (470 ml) of vegetable oil into a deep pan and adjust the stovetop temperature to a high setting.,"Add onion, carrot, celery, garlic, thyme, salt and pepper. Cover with lid and cook over medium heat for 10 minutes or until vegetables are tender. Place tomatoes in saucepan and cover with lid. Bring water up to level of halfway fill jar (about 1 cup). Reduce heat to low and simmer covered for about 45 minutes. (1 hour is ideal if you don’t have an electric pressure cooker). Remove from heat and let cool completely before",generated,A,wiki
593,The measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Cereals. HAS ADOPTED THIS REGULATION:.,"The following text, which is based on the amendments to Annex 1 and annex 2 to the 1958 Agreement incorporating Amendment No. 29 (ECE/TRANS/WP.30/AC.2/114), has been adopted by the Administrative Committee AC.1 at its sixtythird session. Annex 3. Explanation regarding paragraph 8.7.5.3., as amended from 04 series of amendments. the approval mark shall be a circle surrounding an upright symbol consisting of: (a) A horizontal bar separated vertically into two parts",generated,A,legal
19,HAS ADOPTED THIS REGULATION:. Article 1.,"Definition of Environment. The term environment shall include, without limitation any natural or artificial body of water, land area and the physical features thereof as defined in Annexes A to C. 2. Definitions of Marine Products and Consumer. A marine product is a living organism obtained from a marine ecosystem (as determined by national legislation) that includes not only raw material but also all parts and/or components used for its production. 3. Listing of Marine Products subject to",generated,A,legal
11372,@haunter_ Hehe! I'm sure hugs,"@haunter_ Hehe! Im sure hugs are very nice, but we dont have any here. What about you?. Ive never had",generated,A,tweets
720,The measures provided for in this Regulation are in accordance with the opinion of the Standing Committee on Protected Geographical Indications and Protected Designations of Origin. HAS ADOPTED THIS REGULATION:.,"The first five years, during which protection is required to be maintained, will be from 1 July 2012 until 31 December 2018. Measures shall apply only if they comply with all requirements contained in Article 9 of Directive 2009/128/CE (13). All other measures referred to by paragraph 2 may continue even after the end of the period covered by article 5(1) or 6(2). Provisions concerning the contents and conditions of certification must also apply at any time following termination of a measure pursuant to",generated,A,legal
11185,letting go of my past,"letting go of my past and choosing to follow the dream. In a world where I was not accepted by others, she brought",generated,A,tweets
11344,"@Cezza_B Arr cunning, Sunday roastish","@Cezza_B Arr cunning, Sunday roastish . Then there was the ball and then the rest.. . Its a startling thing",generated,A,tweets
118,"Whereas it is desirable that the Community, as a Contracting Party to the Chemical Convention, adopts the abovementioned proposal. HAS DECIDED AS FOLLOWS:.","The Committee may wish to: 1. In accordance with article 17 of Annex IV (Environmental performance standards for health and safety in chemical industries) to this Protocol, authorize its subsidiary bodies to consider draft recommendations which will be submitted by one or more expert group meetings on technical aspects of the criteria proposed under Article 7(3)(b), paragraph 2. 2. Request the experts participating in the fiveyear period ending 31 December 1998 from the secretariat to prepare their views on: (a) Criteria applicable in",generated,A,legal
23294,"If you get caught in a rip current, don't panic.","If the water is too deep and fast to escape, swim out as quickly as possible while trying not to push against it. The danger of drowning during an active river cruise depends on your age, fitness level and whether or not you are wearing life jackets when entering into the water. . A:. . 1) As far as I know no one has asked about this issue yet so Ill take some time here to post my thoughts. This would depend largely on how close the boat is to shore (if",generated,A,wiki
11567,@MegTegal That's the trick... When,"@MegTegal Thats the trick When you see this picture, youll understand. A family of 2 who was in need of a home for",generated,A,tweets
22691,"If you can still grip the screw head with a screwdriver, try one last time to remove it by hand.","If that doesnt work, just take out your driver and pull back on the end of the drill bit so there is no longer any torque holding the bolt in place. You will have at least two options for removing the cap from its hole: (1) You could hold onto both ends of the nut while inserting another length into the hole; or (2) use a wrench to turn off the power cord attached to the light fixture. (Note that this method does not require removal of the bulb.).",generated,A,wiki
11553,Still not at full capacity.,Still not at full capacity. . The report also noted that the OHSAS 18001 standard has been applied to many of,generated,A,tweets
11264,just checked my furnace filter,"just checked my furnace filter , and it is dirty. I am going to replace the filters in about a week. So when",generated,A,tweets
23263,Take the hoodie that fits too snugly around your neck and lay it flat so the neckline isn't bunched up at all.,"You can also use a scarf or baggy sweater for this. Lay out the white sheet of paper over the top of the blanket, then fold down to make a rectangle shape as shown in the photo below. The bottom part will be where you want to sew the fabric into place. Make sure youre not stitching through any holes on either side of the rectangular piece; thats how its going to sit when folded down again. Use some thread to tie each corner together (see picture)",generated,A,wiki
10814,"@MariahCarey &quot;Whisper voice&quot;, what a","@MariahCarey &quot;Whisper voice&quot;, what a beautiful song. I have the CD and want to listen again but cant find it on my computer.",generated,A,tweets
23367,Many online assessments claim to measure your emotional intelligence.,"Here is a list of the best ones and why you should consider them. Anxiety management, or how people can control their emotions in order to be more successful at life. The ability for someone to communicate clearly with others — both within and outside of work settings",generated,A,wiki
11303,@BBC_Fangirl Our exam was on,"@BBC_Fangirl Our exam was on Wednesday. We were told to come up in time, but we werent prepared for that. The teachers",generated,A,tweets
22792,The function mysql_query works in two ways.,"The first one is to call the database and get a result, which then you can do with mysql_fetch_array(). This should be enough for most purposes. However if you need more complex queries or anything else that requires an asynchronous execution of SQL statements (for example when inserting data into MySQL), there are libraries available such as PDO. Basically the only thing needed here is implementing the library so it knows how to execute the query, read the results and return them.",generated,A,wiki
10988,"@ohjennifer excuse me barlow, geoff","@ohjennifer excuse me barlow, geoff rey and the rest of my team. What are you doing?. I have to get back. You",generated,A,tweets
11595,&quot;Dan Hartman Ã¯Â¿Â½ I Can,"&quot;Dan Hartman Ã¯Â¿Â½ I Can ât Stop Believing in You.â. I know it may sound crazy, but when you",generated,A,tweets
23231,All U.S.,"cities with a population of 100,000 or more are required to have some kind of public transportation system that meets the standards set by the Federal Transit Administration (FTA). In order for these systems to be able to serve all riders and passengers in their respective areas, they must also be reliable enough. Public transit is one way for drivers and passengers to reach workplaces while avoiding traffic jams. However, because this service is provided free of charge, it can become an inconvenient option when there",generated,A,wiki
22821,Learn to stop seeking out things which make you lustful.,"You should not feel guilty or ashamed of your sexuality, but instead look forward to having fun with it. If youre still interested in finding a partner for dating after youve met someone else, then I hope that this article has given you some insight into the issues and options available when doing so. Be sure to read my other articles about online dating if youd like more information on how its done!",generated,A,wiki
23078,"A large capsicum or bell pepper will be able to hold about 1/2 to 1 cup of stuffing, so plan your recipes accordingly.","Cut the red onions in half lengthwise and place them in a bowl with water. Also, make sure that you don’t use fresh herbs when preparing this recipe as it can dry out. Once all ingredients are added together, mix well until everything is thoroughly mixed into one homogeneous mixture. You should have a creamy sauce which is rich but not too thick.",generated,A,wiki
22766,"A while before you begin the grooming process, you need to stock up on brushes, combs, clippers, shampoos, and conditioners.","This will allow you to keep your hair looking nice throughout the day. When it comes to styling your hair, it’s important that you leave it alone for a few minutes after washing out. This is because you’re going to be damaging its structure by leaving them in contact with water or products like heat tools, blow dryers, etc. If you’re not careful, you could end up redrawing the hairs around where they’re already broken down. That means more damage than good! You’ll want",generated,A,wiki
23132,One of the best ways to avoid getting sick is to keep your immune system healthy.,"A good way to do that is by eating a balanced diet and doing some exercises regularly. This will help you stay fit, active and strong. You’ll also be able to get rid of allergies so your body won’t react against anything in its environment. This can help prevent foodrelated illnesses such as colds, flu and asthma attacks. An essential part of maintaining an effective immune response is ensuring you’re drinking enough water each day. Research has shown that people who drink more than 8 glasses per",generated,A,wiki
11470,@faye42397 Hey i'm there on,"@faye42397 Hey im there on my own, its hard to find someone who knows how to talk. I love you so much!.",generated,A,tweets
11565,"@DearPanda Yeah same here, I","@DearPanda Yeah same here, I didnt know what to do with her.",generated,A,tweets
23442,"The green leafy kind – like spinach, kale, collard greens, chard, and lettuce – are best.","Drain the water from all of them. Mix everything together in a bowl until smooth (and add more liquid if needed). If you can’t get your hands on a blender or food processor that can make this recipe into puree form, use an immersion blender for texture. (If you’re using an immersion blender, you’ll need to be careful not to overmix it too much.) You may want to scrape down any large pieces of vegetables at the bottom before adding up enough liquids so they",generated,A,wiki
10662,this tweet is for josie!,"this tweet is for josie! i’ve been looking forward to seeing her grow up, but now that she’s in school and not",generated,A,tweets
11186,@LstInTheSeeThru @AlexisMarie23 @snickers1015 @dazzleme18 how,@LstInTheSeeThru @AlexisMarie23 @snickers1015 @dazzleme18 how does this feel to be my first time. the only person I am not sure about is myself because,generated,A,tweets
273,- 190 tonnes originating in Namibia. Article 2.,"1 of the contract stipulates that a minimum quantity of food must be delivered to each site on time and within budget. While one of the key objectives of this project is to provide access for families with young children, it also aims at contributing towards increased productivity by reducing transport costs between farms, thus increasing farmer incomes while protecting their health. The potential contribution of CTSA will depend not only on farmers willingness to comply with the contract but also on the quality and safety level of the product supplied",generated,A,legal
321,Article 47(3) shall be replaced by the following:. ‘3.,"To ensure that they are given due consideration in making decisions on matters affecting them, including their personal and professional development. Art 48 of Regulation (EU) No 1393/2013 is amended as follows:. (1) The Commission may establish a consultation process for public participation where:",generated,A,legal
11218,watching the Jays game with,"watching the Jays game with my son, I saw a bright red and white card that read Playboy. The ad",generated,A,tweets
385,"The Agreement in the form of an Exchange of Letters between the European Economic Community and the People's Democratic Republic of Algeria fixing the additional amount to be deducted from the levy on imports into the Community of untreated olive oil falling within subheading 15.07 A I of the Common Customs Tariff and originating in Algeria, for the period 1 November 1986 to 31 October 1987, is hereby approved on behalf of the Community. The text of the Agreement is attached to this Regulation.","This regulation enters into force one month after its publication in the Official Journal of the European Communities. Memo under Article 23 of Council Directive 79/653/EEC. of 27 June 1979 laying down a procedure for the exchange of information concerning payments made by Member States pursuant to the Agreement relating to the application of rules of origin of Union trade goods (Texte faisant foi). The Council. 1. Decides that, subject to article 24 of the Treaty establishing the European Community, it shall adopt at",generated,A,legal
23187,It's usually at the bottom-left corner of the screen.,"Ive tried pressing both and holding down on my mouse until I get there, but that doesnt work either. I have two other problems:. . The scrollbars arent showing up in the tool bar as well. When I click them, they show up with a horizontal line instead. . Heres how I do it:. <?xml version=1.0 encoding=utf8?>. <ScrollViewer x:Name=scrollView. ScrollBarVisibility=Hidden . HorizontalScrollBarVisibility=Hidden>. <! Load your content here >",generated,A,wiki
22833,"If you are crafty and interested in hand-making the baby book, a scrapbook is a great option.","You can use anything from old magazines to your own family photos for that one special place where every page has its story. You will also find some beautiful free printable books on Pinterest (and Instagram!) If you’re looking for inspiration for an unfinished project or just want ideas, here’s what I love:. And if that’s not enough for you, consider adding them as gifts! They’re sure to be loved by the new parents!. Have you ever considered making jewelry out of recycled",generated,A,wiki
11522,If Barnes&amp;Noble refunds the double,"If Barnes&amp;Noble refunds the double taxed income of an employee, what tax deduction is allowed? IFRS 1. IF",generated,A,tweets
10802,Why did I have to,Why did I have to go through the hardest part of this process? How was my experience with UConnect compared to,generated,A,tweets
683,HAS ADOPTED THIS REGULATION:. Article 1.,"The right to information shall be a fundamental principle of the administration and public service in Turkey. Article 2. Every person has the right to receive, free from any interference or charge, all documents relating to his/her personal data within 30 days after the date on which they were obtained by him/her. (Draft regulation). The Turkish Ministry of Health issued draft regulation No. 3357/2000 regulating processing of Personal Data (Ministry of Health). This Regulation regulates procedure for collecting, storing, using, disclosing,",generated,A,legal
190,The measures provided for in this Regulation are in accordance with the opinion of the Standing Committee on the Food Chain and Animal Health. HAS ADOPTED THIS REGULATION:.,"The amendments to be introduced shall not affect approvals already granted under a previous version of this Regulation, except those changes which fall within the scope of application laid down by this Regulation. 3.2.4. Test procedure. For each package containing an approved production line or product (including individual packages), control samples representative of up to 50 kg of feedstuff may be taken from the intended supply chain at any time during the life of the approval. To ensure that the control samples do not contain contamination resulting",generated,A,legal
10896,mum just made me cry,"mum just made me cry .. The song, Don’t Let Me Go was written by Justin and Noah’s",generated,A,tweets
23398,"Start the exercise by lying down, extending your legs, and pointing your toes upward to form a straight line with your body.",Now bend both knees in front of you so that they are approximately 90 degrees apart. Now hold each knee for about 2 seconds before slowly releasing it back into place. Repeat this movement 10 times on either side of your lower leg. The above exercises help improve flexibility as well as reduce muscle tightness which is related to pain and stiffness at the ankle joint. They also provide sufficient stretch while maintaining normal posture and balance. You can even do them when sitting up or standing without any assistance from,generated,A,wiki
220,Whereas the Management Committee for products processed from Fruit and Vegetables has not delivered an opinion within the time limit set by its chairman. HAS ADOPTED THIS REGULATION:.,"CATEGORIES OF PRODUCTS FOR WHICH THE AUTHORIZATION IS PERMITTED AND TO WHOM IT CONTAINS STANDARD ADMINISTRATIVE INSTRUCTIONS: All animal feed, all vegetable feeds other than those contained in the food additive formulation of poultry diets approved under section (1) of Regulation No. The Authority may authorize a product containing a specified amount or percentage of any of these substances as permitted under this regulation to be marketed without approval if",generated,A,legal
