id,prompt,text,label,model,domain
1884,"the corresponding Articles of the other Regulations establishing a common organisation of the market in agricultural or fishery products, or. (c).","If it is considered that the provisions contained in Article 1(3) are not sufficient to ensure an effective application of this Regulation, the Commission shall propose amendments to this Regulation. 2. The provisions on notifications and transposition of this Regulation into national law shall apply as from 1 July 1999. 1. The Commission shall examine any proposal for amendment to this Regulation within two years after its adoption. In order to achieve the objective of uniformity, if it considers that there is no need for such examination,",generated,C,legal
25112,"If you’re determined to have bigger lips and nothing else is giving you the results you want, it may be time to look into lip augmentation.","Lips are one of the most important features in a face, so why not get them as big as they can be? Our plastic surgeons offer two types of lip augmentation:. While this technique does work for small or moderatesized lips, it isn’t ideal for people with larger lips that require more significant changes. The risks associated with lip augmentation include bruising and swelling, but these can all be minimized by following our aftercare guidelines. If you’ve been considering lip augmentation,",generated,C,wiki
2427,This Decision shall be reviewed at the latest one year after the date of application. Article 9.,"The applications for the grant of authorization to use trademarks and service marks submitted by foreign undertakings whose names contain terms in languages other than Arabic, English or French, will not be considered by the General Secretariat unless accompanied by a translation into these three official languages. Article 10. The DirectorGeneral is responsible for implementing this Decision. Decision No. 2 of 1991 on approval of the list of goods subject to restrictions on import. The Council of Ministers. Having taken note of the proposal presented by",generated,C,legal
2450,2. Quantities covered by licences issued for food aid as referred to in Article 16 of Regulation (EC) No 1291/2000 shall not count against the eligible quantities covered by the Annex.,"The Member States shall ensure that the quantity of imported products that are distributed free of charge and which is under the control of the State is subject to the same conditions and restrictions as those laid down in this Annex. 3. In the case where a product is permitted under national legislation, but not by means of an EU licence, its use for human consumption or animal feed may be authorized if it does not affect health or safety of human beings or animals and is consistent with international conventions. 4. In order",generated,C,legal
13517,arrrrggggggh: still up. I WAS,arrrrggggggh: still up. I WAS SOOOOOO SORRY! I hope you get the rest of your stuff back soon!. i,generated,C,tweets
13372,@BitchGrenade love creeps who steal,@BitchGrenade love creeps who steal my story.. Then why are you still on this website?. I have a,generated,C,tweets
25443,Think of outside-the-box solutions for problems that you encounter.,"Find a way to solve the problem in a new and innovative way. Work on creating a plan. Write down all your ideas and put them into action. Make sure you are clear about what you need to accomplish, how long it will take, and who will be involved. This will help you stay focused throughout your day. Focus on your strengths and work towards improving them. In addition to focusing on areas where you can improve, make sure you spend time learning something new each week. If you learn",generated,C,wiki
25032,Lay down on the ground.,"Stand up and look at the ceiling. Pick a song you like and listen to it while lying on your back. Go ahead and pick one of your favorite songs, sing along with it, and let go of all the stress that builds in your body. You can do this exercise every day or whenever you are feeling stressed out. The only thing you need is a phone, laptop, or any other device that has an audio player. Once you have done this exercise for 20 minutes, get up from",generated,C,wiki
2401,1. The Commission shall keep under close review the development of the economic situation in Ireland.,"This report will be considered by the Commission at its next meeting. 2. It is proposed that the following draft decision be submitted to the Council for adoption: The Economic and Social Council. Having considered the report of the Commission on Enterprise, Business Facilitation and Development on its seventh session (E/2001/33). Taking note of the outcome document adopted by the Commission at its final plenary meeting. 1. Endorses the decisions and conclusions of the Commission. 2. Approves the provisional agenda",generated,C,legal
25335,Everyone should know how to pull their weight when traveling.,"Even if you’re not doing a lot of hiking or climbing, there are still plenty of ways you can make your trip more enjoyable for everyone. This is especially important if you have kids who may be tired and cranky from having spent all day playing with toys in the car or at home. For example, take them out on the town after you’ve stopped at the gas station for lunch so they get some fresh air and can stretch their legs. Sometimes it’s nice to let people help you pack",generated,C,wiki
24583,""" You can determine the value of the money factor in one of two ways depending on the information that is provided to you by the dealer.","If the dealer informs you that the money factor is a fixed rate, then it is important to know that the actual interest rate will be higher than the specified rate because there are additional fees associated with using an online lender. If the dealer does not provide any specific information regarding the money factor or if the dealer provides only a range of possible values for the money factor, then you should make sure that the amount you are borrowing from the credit union will not exceed your income and monthly expenses so",generated,C,wiki
13001,@haleyxfax @TessFTW sorry loves. Been,@haleyxfax @TessFTW sorry loves. Been enjoying my day and am a bit of a sore throat so i cant blog like i would have liked,generated,C,tweets
25015,"After you are done rinsing the shrimp in cold water, pat them dry.","Next, rub them lightly with a little salt and pepper. In a small bowl, combine the garlic, lemon juice, oil, and capers. Mix well to coat. Then season the shrimp with salt and pepper. Make sure each one is evenly coated with the mixture. Sprinkle the bread crumbs over the top of the shrimp. Use your hands to gently press the crumbs into the panko.",generated,C,wiki
13367,@theloveablegeek no chance to read,@theloveablegeek no chance to read it. You are not allowed to use the software. Please do not copy my code without my permission,generated,C,tweets
2159,HAS ADOPTED THIS DECISION:. Article 1.,"The meeting of the World Trade Organization (WTO) General Council on 19 June 2005, at the request of the DirectorGeneral of WTO adopted the following decision: DECISION OF THE GENERAL COUNCIL ON INTRODUCTION OF A COMMISSION TO RESOLVE DISPUTES. THE GOVERNING BODY, RECONNAISING THE IMPORTANCE OF EXCHANGING INFORMATION. ASSEMBLED AS DEFINITIVE EFFECT FROM THIS DATE AND THEREF",generated,C,legal
2370,Article 7. The Member State concerned shall ensure adequate publicity for the project as specified in Annex V. Article 8.,"The Commission shall monitor and evaluate the implementation of this Regulation by means of a monitoring mechanism under the provisions of Directive 96/61/EEC. 1. This Regulation shall come into force on 1 January 1999, unless a later date is fixed by Council decision pursuant to Article 34. 2. During the first year after the entry into force of this Regulation, all relevant Commission regulations, decisions and directives referred to in Articles 2 to 5 are to be transposed into national law. 3. Until such time as",generated,C,legal
13122,oops bad form to tweet,"oops bad form to tweet that I was an engineer. If you have a chance, check out this post. Im trying to",generated,C,tweets
12832,@robromoni you should...folk should just,"@robromoni you shouldfolk should just give up the idea of selling in a fight, they are very fast at it. is a better",generated,C,tweets
25270,"The Furby Boom's evil personality is called ""Feisty."".","She appears as a pink, purple and blue furball with long brown hair in the opening sequence of The Furby Boom! She also has her own song, Boombastic!. In the game she helps Bowser Jr. save Princess Peach from his evil stepmother, Queen Beebee, by stealing her crown. In the opening of the game, she flies to the top of the bridge where she picks up Mario and Luigi. Her name is then announced at the end",generated,C,wiki
2473,(4) The measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Cereals. HAS ADOPTED THIS REGULATION:.,"This document is a translation of the standard published in CEN/TC 176/WG1, dated 15 May 2001. EN ISO NF EN ISO 141221 : 1998 Textiles — Determination of the water absorption and air permeability of textile materials by dry or wet methods — Part 1: Water absorption on an open surface. IEC 604562:1996 Textile fabrics—Water resistance to moisture penetration (Part 2: Moisture transmission rate through a fabric layer). IEC 604563",generated,C,legal
2219,Article 1 of Decision 81/400/EEC is amended as follows:. 1.,"The amendments to the list of articles and equipment (Annex I) shall be published in the Official Journal of the European Communities. A public statement indicating that they are being notified pursuant to Article 18, paragraph 3, of Directive 87/102/EEC and Annex II to this Regulation shall be published by the Commission at least three months before the date fixed for the presentation of comments. The Commission shall also publish a copy of the notification on its own website within the same time period. If the Commission finds",generated,C,legal
1774,(3) Whereas the measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Bananas. HAS ADOPTED THIS REGULATION:.,"OCTOBER, 1997 1. 2. The above approval mark affixed to a vehicle shows that the vehicle type concerned has been approved in the Netherlands (E 4) pursuant to Regulation No. 33 under approval number 2397/94. The first two digits of the approval number indicate that the approval was granted according to the requirements of Regulation No. 33 as amended by the 03 series of amendments. 3. The following particulars, in letters grouped on the same side, shall be appertain",generated,C,legal
25539,The number of popsicle sticks that you will need will depend on how tall you want to make the ladder.,"To get started, take a piece of wood and put it in the middle of the popcorn and measure where the two ends meet. Cut off the piece at this point. Take your ruler and mark the length of the stick from one end to the other. Cut the stick with a jigsaw. You can either use a circular saw or an electric knife.",generated,C,wiki
25033,"Unlike with other mounting jobs, there’s no need to locate a sturdy wall stud in order to use drywall anchors.",You can also install them on metal or wood surfaces. Drywall anchors are often used by plumbers for installing water pipes and drains. They’re also popular among electricians because they can hold electrical cords and wires securely during installation. There are many types of drywall anchors that you can choose from. Each type has its own advantages and disadvantages. Below is a brief overview of the most common types.,generated,C,wiki
1690,"They shall transmit, not later than the 15th of each month, the following information concerning the import authorizations issued in the preceding months:. - the quantities covered by the import authorizations issued, by country of provenance.","the quantities covered by the import authorizations withdrawn, by country of provenance. Article 29. The national statistics service will furnish to the DirectorGeneral for Customs and Excise the following data at the end of every calendar year: the volume of imported products, expressed both as weight and value. the distribution by classifications, by origin and destination, of the total volume of imported products. the volume of imported products exported or reexported, including the quantities covered by the import",generated,C,legal
13243,@TreeFalldesign Hiya! Hubbys are great,"@TreeFalldesign Hiya! Hubbys are great for an afternoon treat, but I think I’ll have to eat them all up myself soon. You",generated,C,tweets
25083,Talk with your parents about the benefits of planting trees.,They may be willing to donate a tree to school. Teach children how to care for their own trees and make sure they know when to cut them back or prune them.,generated,C,wiki
13133,i dragged myself into work,"i dragged myself into work today. I have a big presentation due for tomorrow morning, so Im trying to get my thoughts in",generated,C,tweets
2264,Article 1. Catches of common sole in the waters of ICES division VII e by vessels flying the flag of Belgium or registered in Belgium are deemed to have exhausted the quota allocated to Belgium for 1994.,"The total catch of common sole for 1994 is limited at an estimated annual rate not exceeding 0.8 million tonnes. Art. 2. This regulation shall enter into force on 1 January 1995 and remain in force until 31 December 1998. (Signed) A. Van Roey. Minister for Fisheries, Seafood Research and Marine Industries. (Signed) J. Schellens. Deputy Minister for Fisheries, Seafood Research and Marine Industries",generated,C,legal
2166,"Article 15. Member States shall bring into force the laws, regulations and administrative provisions necessary to comply with this Directive not later than 1 January 1992.","If they are unable to do so within this period, due to technical or other reasons, they may apply transitional measures for a maximum of two years after 1 January 1992. Member States may apply transitional measures in respect of some of the provisions of this Directive, as long as these measures are justified by objective and reasonable considerations which must be provided for in the implementing legislation. They may extend such transitional periods if necessary. 2. The transitional arrangements provided for under paragraph 1 shall cease automatically on 31 December 1994,",generated,C,legal
1951,The security shall take one of the forms provided for in Article 8 of Regulation (EEC) No 2220/85. The security shall be forfeited pro rata to the quantities for which the obligation provided for in paragraph 9 is not fulfilled and/or by the amount by which the advance paid out exceeds the amount of aid to be paid.'.,"If this is possible, the contracting authority should make a declaration on their website that they are implementing the new regulation and provide the EU Commission with the relevant information. Article 3(1)(a) of Regulation (EEC) No 2027/93 provides: For the purposes of Article 2, the first application for aid made after 1 July 1994 shall contain a statement of intention underpinning its request for aid, indicating the objectives of the action requested and the level of expenditure required..",generated,C,legal
12682,So much for that.... Horrible,"So much for that. Horrible performance, poor build quality and a lack of support. Just bought an EVO IV. I have",generated,C,tweets
2487,(b) the identification of countries and substances pursuant to Article 5(2). (c) the adoption of export authorisation requirements pursuant to Article 5a (1)(b) whenever there is no agreement with the third country in question.,"If a shipment of a controlled substance requires an export authorisation, the importer shall be obliged to ensure that the export authorisation is obtained before the cargo can be loaded on board. The following list contains all controlled substances included in Annexes A, B or C of the Convention: Annex A List I. Annex A List II. Annex A List III. Annex A List IV. Annex B List I. Annex B List II. Annex B List III",generated,C,legal
25228,""" Often, your laptop will be set to ""passive"" cooling when on battery to reserve power.","However, if you need to use it in a hot climate or for long periods of time, its important to consider turning the passive cooling off and running the fan at full speed.",generated,C,wiki
24900,"If your dog does not know how to stay, it will be challenging to teach him how to play dead.","The dog may try to move and not be able to do so as the person trying to teach him is holding onto his collar. This can cause some misunderstandings between you and your pet. When teaching your dog a trick that involves other people or pets, there are certain things to consider. First, ensure that you have all of the right equipment ready before starting the training. This includes your dog’s leash, harness, lead, treats, and whistle. Second, give your pup plenty of",generated,C,wiki
2141,Whereas the measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Raw Tobacco. HAS ADOPTED THIS REGULATION:.,"The approval mark shall consist of: This document is a translation of the original version of the standard published in Dutch and approved in Netherlands. This text can be downloaded from the following link: This document is a translation of the original version of the standard published in English and approved in United Kingdom. This text can be downloaded from the following link: The purpose of this Regulation is to define the technical requirements necessary for the construction, operation, testing and inspection of smokeless tobacco products. These requirements apply to cigarettes",generated,C,legal
12653,"I miss my mom, she's","I miss my mom, shes just a little too old to give me head. And if you want to be nice, dont tell",generated,C,tweets
1776,"They shall forthwith inform the Commission thereof. When Member States adopt these provisions, the provisions shall contain a reference to this Directive or shall be accompanied by such reference at the time of their official publication.",". The provisions of the directive are as follows: 1. The competent authorities of each Member State shall, with regard to importers and exporters, inform the Commission, within two months from the date of publication of the present directive in the Official Journal of the European Communities, of: (a) Any changes in the list of products for which authorisation is required under section 2(2)(b). (b) Any changes in the list of products for which authorisation is not required",generated,C,legal
25215,The good news is that the prognosis (outlook) for cervical cancer is excellent when treated early.,"The bad news is that in many cases, it will not be diagnosed until after it has spread beyond the cervix and into nearby structures. If you have symptoms of an infection or disease of your reproductive system, it’s important to see a doctor as soon as possible. The United States Preventive Services Task Force recommends routine Pap tests beginning at age 21, every 3 years thereafter. While there are no specific guidelines on how often women should get their test results back, these recommendations are based on research that shows",generated,C,wiki
13551,Getting ready for another busy,Getting ready for another busy month with a few new products that will be available soon! So excited about all the changes coming to,generated,C,tweets
1966,Transitional measures. The meat from animals aged 12 months or less and slaughtered before 1 July 2008 may continue to be marketed without meeting the requirements of this Regulation.,"Meat from such animals must not contain more than 0.1 % fat. This transitional measure does not apply to meat which is processed within 48 hours after slaughter, provided that the animal has been handled in accordance with good agricultural practice.. Paragraph 5.2., amend to read: 5.2. Controlled abattoir means a premises where carcasses are inspected, weighed, marked and/or eviscerated by qualified persons and where the following conditions exist: (a) The",generated,C,legal
1851,Article 1. Catches of redfish in the waters of NAFO division 3M by vessels flying the flag of Portugal or registered in Portugal are hereby deemed to have exhausted the quota allocated to Portugal for 2004.,"The total catch is therefore not eligible for further allocation to the fishery, and no additional allocations will be made under this Agreement. 2. Redfish catches from any other vessel flying the flag of a member State of NAFO in the same year as the vessel that caught redfishes in NAFO division 3M may be eligible for allocation to the Portuguese fleet on an annual basis, if: (a) They were landed within the area set out in Annex A, Part I, subdivision (",generated,C,legal
25094,Contact the carrier you want to switch to for a new SIM card.,"The next step is to activate your new SIM card. It can be done via online services or by calling customer service. If you do not have internet access, call customer support and request an activation code (or buy one at the store). Enter this code into your phone and wait for it to load. You will receive an SMS message containing your account number and security code. Please enter both of these codes into the app and confirm that you are happy with the settings. After successfully logging in, you",generated,C,wiki
2238,Whereas the measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Milk and Milk Products. HAS ADOPTED THIS REGULATION:.,"Temporary Exceptions to Requirements on Produced Water in Agriculture. The Government of the United Kingdom of Great Britain and Northern Ireland is not taking any action to implement these requirements. The Agreement entered into between the European Community and Japan, pursuant to Article 14 of Regulation (EC) No. This Regulation applies to all agricultural products originating from Member States as well as from third countries that meet the provisions laid down in the Annexes II to VI. The Regulation implements Directive 91/676/EEC laying down",generated,C,legal
1799,HAS ADOPTED THIS REGULATION:. Article 1.,"The definition of assurance as used in this regulation shall mean the following: (a) Insurance, whether compulsory or voluntary, covering life or nonlife risks. The definition of insurance provided for under the preceding paragraph (a) shall not be deemed to include insurance against liability for damages resulting from physical injuries or death. (b) Protection services and guarantees. 2. For the purposes of this Regulation: (a) The term contractor means a natural person or legal entity that",generated,C,legal
1808,The Member States shall inform the sports federations of the provisions of this Decision. 3.,"In case of a violation of the provisions of Articles 1 and 2, in particular if it is proved that a sporting event was organized with the knowledge of doping or by dope users, the sport organisation concerned will be subject to a penalty which may include a ban from participating in any competitions organised under the auspices of the European Union. 5. The sanctions provided for in paragraphs 4 and 5 above are also applicable to athletes whose participation in international competitions has been prohibited by virtue of Article 6 (4",generated,C,legal
2469,1. Article 2(1) shall be replaced by the following:.,"States Parties to this Convention undertake, individually and through international assistance and cooperation in accordance with article X of this Convention, to take appropriate measures to ensure that women have equal rights with men as regards participation in all spheres of society. States Parties undertake, individually and through international assistance and cooperation in accordance with article X of this Convention, to take appropriate measures to eliminate discrimination against women in the political and public life of the country, including encouraging them to participate actively in decisionmaking processes at all levels, and",generated,C,legal
12694,"Chillin in the hotel room,","Chillin in the hotel room, waiting for a client to show up. Hey!. Get out of here. I know you got something",generated,C,tweets
13366,17-year-old half sib told me,"17yearold half sib told me she wanted to be a doctor because she was worried about her sister, who had been diagnosed with breast",generated,C,tweets
13350,Something terrible has happened to,"Something terrible has happened to me. I wasn’t expecting this to happen, but it did. I think that I am going",generated,C,tweets
12874,I would like a plum.,"I would like a plum. If he was a real man, he’d have given me a rose and not just a few leaves",generated,C,tweets
2112,"An overall limit of ECU 250 million per year, shall be set for a three-year period. This limit shall be reviewed at the end of that period.","The Commission shall submit to Parliament and the Council a report on the use of the allocated funds. The Commission shall carry out a review of the operation of this Regulation within one year after its entry into force with a view to ascertaining whether it is still necessary in accordance with Article 4.3(1). 5. In accordance with paragraph 1 of Article 4.2 of Directive 95/46/EC, the Commission may take measures aimed at ensuring compliance with the provisions laid down in that directive by Member",generated,C,legal
25118,What attracts you to a vegetarian diet?.,"It is not just the lack of animal products but the entire philosophy of what makes up the vegan diet. The word vegetarian itself can be traced back thousands of years, with no clear origin. One theory holds that it comes from the Latin word vegetare which means to grow or flourish. Another theory suggests that it comes from an early Greek term for food: vegto. In the ancient world, people thought that the gods were born out of plants and animals",generated,C,wiki
12864,@robromoni you said &quot;you complete,"@robromoni you said &quot;you complete me;, i think you mean I complete you because when we meet I can make your day just",generated,C,tweets
12676,Got an extreme drama performance,"Got an extreme drama performance from him. He is very talented, he said. He also praised the films",generated,C,tweets
2015,"(4)OJ No L 25, 31.1.1978, p. 44. Article 2.","1 of the Convention on International Customs Transit Procedures for the Carriage by Rail (COTIF). 61 See article 8 para. (b) of the Kyoto Protocol to the United Nations Framework Convention on Climate Change: The Parties undertake not to impose quantitative restrictions or other measures inconsistent with this Protocol that would impede the free flow of goods in accordance with this Protocol.. 62. For an overview, see H. Körner and A. Kratzke, International trade and climate change",generated,C,legal
25084,You should see your background image and the variety of files you have on your desktop.,"All these are available to use for any of your designs. Once you have found a good theme, it is time to make some changes to it to suit your design needs. There are plenty of ways to do this depending on how much experience you have with web design. If you’ve never done any coding before then it’s best to start by looking at the code that has already been written in order to find out what’s possible and where to begin. You can also look around the internet for themes that",generated,C,wiki
13309,Just started on the 'Trial,Just started on the Trial page. Please contact support at (888) 3305113 and we will help you out.,generated,C,tweets
25293,"Because this only works if the Tweet is much shorter than 280 characters, it's recommended that you use the official retweet button instead.","That way, users wont have to click on your profile or a link in order to see it. Once youve added a video and pressed retweet, make sure youre using the full URL for your tweet. Twitters search algorithm will ignore any links within the tweet when searching for videos. . A:. . Use an HTML embed tag. The following code should work fine:. <object width=640 height=360>. <param name=movie value=http://www.youtube.com/v/uCUGw5Qg",generated,C,wiki
25068,"Without professional training, it is easy to make mistakes in respirator fitting or dust removal that can risk the health of your household.","In these cases, you may be able to claim compensation from your employer. Dust masks are an essential piece of personal protective equipment (PPE) used by construction workers and homeowners alike. If you’re concerned about air quality and want a mask that’s comfortable enough to wear for long periods of time without chafing, consider one of these:. At Master Appliance, we carry many different brands of respirators, including Honeywell, 3M, and others. We have a variety of styles and",generated,C,wiki
12841,has had the best weekend,"has had the best weekend in its history. At over 2,000 miles of racing during the week, there were still a",generated,C,tweets
24725,A lawyer can help you decide on the most advantageous legal structure for your business and walk you through tax procedures and the necessary licenses and permits in your area.,"If you need a Business Lawyer, call us today!. We understand that time is of the essence when a business goes under or has to be restructured. That’s why we offer flexible billing options so you can hire our services as needed. Our lawyers are available 24/7/365 to answer your questions and make sure you have access to the right information at all times. If you need a Business Lawyer, contact our office by calling PI:KEY or filling out our contact form here.",generated,C,wiki
12888,@troed Well actually I do.,"@troed Well actually I do. But you know what? If the kids are playing, it doesnt really matter to me. @tro",generated,C,tweets
1834,Article 14. Regulation (EEC) No 2377/80 is hereby repealed.,"The provisions of Directive 80/433/EEC are also hereby repealed, and all references to that directive in any other provision of this regulation are hereby replaced by references to the provisions set out in paragraphs 1 to 5 of Article 2 of Directive 91/440/EEC. In addition to paragraph 3, Article 13 shall be amended as follows: 3. For the purposes of paragraph 2, the word monitor includes a person carrying out activities on behalf of the Commission or the Member States, including,",generated,C,legal
1824,"Article 1. Nothwithstanding the final subparagraph of Article 2 (3) of Regulation (EEC) No 1068/93, the confirmation period commencing on 26 March 1995 shall end on 24 April 1995.","The notification of the Commission referred to in paragraph 1(a) of this Article shall be published in the Official Journal of the European Communities. The decision by which the Commission approves the common position adopted pursuant to Article 3(1), or, where the Commission is unable to adopt a common position within two months after its request under Article 4, provides that the Member States shall apply the common position from 1 July 1996. (2) Decision no 698/96/EEC of the Commission (OJ L",generated,C,legal
1757,The measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Sugar. HAS ADOPTED THIS REGULATION:.,"The information contained herein is based on current national and international legislation, standards and regulations, as well as experience gained in the field.",generated,C,legal
25298,"Since children haven't started puberty yet, transition is typically social in nature, and doesn't involve medical treatment.","In most cases, the adolescent will find that he or she can deal with their changes on his or her own. If your child has begun experiencing symptoms of puberty such as growth spurts, breast enlargement, acne, and mood swings, talk to your pediatrician about possible hormone therapy for pubertal delay. There are several options available. Your doctor may recommend one or more of the following treatments:. For girls who have delayed onset of menses (DOMS)",generated,C,wiki
13434,@shaggieshapiro wow that's pretty cool,"@shaggieshapiro wow thats pretty cool , I never thought about doing it but maybe ill try some day!",generated,C,tweets
25520,"When addressing an envelope to an entire family, in addition to using the family name to stand for all of the family's members, you can also name some or all of them individually.","In a twofamily address, if one family member lives at home and another works there, the following convention is often used:. In this example, the first letter stands for the individual who lives at home (L), and the second letter stands for the person who works at home (W). The rule to use the family name as the first letter only applies when addressing an entire family; otherwise, it is always possible to name someone by their given name. This article was coauthor",generated,C,wiki
24582,"If you have the Android device, there are many different ways you can block the person.","The most popular method is through a contact list. This is easy to set up and allows you to create groups that can be filtered by names, phone numbers or addresses. There are also apps for both iPhone and Android devices that can block people from messaging you without your knowledge. These are particularly useful if someone sends you messages while you aren’t in your own home. You might find that it takes some time before you get used to blocking people on social media platforms. It’s important to remember that this is",generated,C,wiki
25334,The saddle of a road bike is adjustable to your height.,"The same applies to the seat post angle and seat post length. But, how do you adjust these on a road bike? A few adjustments are required. However, if you’re not experienced with this, then we recommend hiring a professional. You can easily adjust the saddle by moving it up or down. In order for the saddle to sit in the right position, you need to measure its height from the ground to the top of the saddle. This measurement should be between 33 to 37 cm",generated,C,wiki
